"species","scientificname","valid_name","status","rank","class","order","family","genus"
"Raja clavata","Raja clavata","Raja clavata","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja bahamensis","Raja bahamensis","Raja bahamensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja montagui","Raja montagui","Raja montagui","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja brachyura","Raja brachyura","Raja brachyura","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja chinensis","Raja chinensis","Dipturus chinensis","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja rondeleti","Raja rondeleti","Raja rondeleti","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja ackleyi","Raja ackleyi","Rostroraja ackleyi","superseded combination","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja macrorynchus","Raja macrorynchus","Dipturus batis","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja microocellata","Raja microocellata","Raja microocellata","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Okamejei leptoura","Okamejei leptoura","Okamejei leptoura","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei meerdervoortii","Okamejei meerdervoortii","Okamejei meerdervoortii","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei mengae","Okamejei mengae","Okamejei mengae","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei powelli","Okamejei powelli","Orbiraja powelli","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei acutispina","Okamejei acutispina","Okamejei acutispina","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei porosa",NA,NA,NA,NA,NA,NA,NA,NA
"Okamejei heemstrai","Okamejei heemstrai","Okamejei heemstrai","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei pita","Okamejei pita","Raja pita","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei philipi","Okamejei philipi","Orbiraja philipi","superseded combination","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei kenojei","Okamejei kenojei","Okamejei kenojei","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei boesemani","Okamejei boesemani","Okamejei boesemani","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei cairae","Okamejei cairae","Okamejei cairae","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei schmidti","Okamejei schmidti","Okamejei schmidti","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei arafurensis","Okamejei arafurensis","Okamejei arafurensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Okamejei hollandi","Okamejei hollandi","Okamejei hollandi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Hongeo koreana","Hongeo koreana","Hongeo koreanus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Hongeo"
"Beringraja binoculata","Beringraja binoculata","Beringraja binoculata","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Beringraja"
"Beringraja pulchra","Beringraja pulchra","Beringraja pulchra","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Beringraja"
"Raja stellulata","Raja stellulata","Caliraja stellulata","superseded combination","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja rhina","Raja rhina","Beringraja rhina","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja inornata","Raja inornata","Beringraja inornata","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Dipturus oculus","Dipturus oculus","Dentiraja oculus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus melanospilus","Dipturus melanospilus","Dipturus melanospilus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus pullopunctata","Dipturus pullopunctata","Dipturus pullopunctatus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus olseni","Dipturus olseni","Dipturus olseni","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus flavirostris","Dipturus flavirostris","Dipturus flavirostris","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus oregoni","Dipturus oregoni","Dipturus oregoni","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus bullisi","Dipturus bullisi","Dipturus bullisi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus garricki","Dipturus garricki","Dipturus garricki","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus springeri","Dipturus springeri","Dipturus springeri","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus queenslandicus","Dipturus queenslandicus","Dipturus queenslandicus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus gigas","Dipturus gigas","Dipturus gigas","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus grahami","Dipturus grahami","Dipturus grahamorum","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus stenorhynchus","Dipturus stenorhynchus","Dipturus stenorhynchus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus nidarosiensis","Dipturus nidarosiensis","Dipturus nidarosiensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Spiniraja whitleyi","Spiniraja whitleyi","Spiniraja whitleyi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Spiniraja"
"Dipturus polyommata","Dipturus polyommata","Dentiraja polyommata","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus endeavouri","Dipturus endeavouri","Dentiraja endeavouri","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Zearaja chilensis","Zearaja chilensis","Dipturus chilensis","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Zearaja"
"Zearaja nasuta","Zearaja nasuta","Dipturus nasutus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Zearaja"
"Zearaja argentinensis",NA,NA,NA,NA,NA,NA,NA,NA
"Zearaja maugeana","Zearaja maugeana","Dipturus maugeanus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Zearaja"
"Dipturus trachydermus","Dipturus trachydermus","Dipturus trachyderma","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus leptocaudus","Dipturus leptocaudus","Dipturus leptocauda","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus gudgeri","Dipturus gudgeri","Dipturus gudgeri","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus innominatus","Dipturus innominatus","Dipturus innominatus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus confusus","Dipturus confusus","Dentiraja confusa","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus australis","Dipturus australis","Dentiraja australis","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus cerva","Dipturus cerva","Dentiraja cerva","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus canutus","Dipturus canutus","Dipturus canutus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dentiraja lemprieri","Dentiraja lemprieri","Dentiraja lemprieri","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dentiraja"
"Dentiraja flindersi","Dentiraja flindersi","Dentiraja flindersi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dentiraja"
"Dipturus johannisdavesi","Dipturus johannisdavesi","Dipturus johannisdavisi","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus lanceorostratus","Dipturus lanceorostratus","Dipturus lanceorostratus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus mennii","Dipturus mennii","Dipturus mennii","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus crosnieri","Dipturus crosnieri","Dipturus crosnieri","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus healdi","Dipturus healdi","Dentiraja healdi","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus teevani","Dipturus teevani","Dipturus teevani","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus wengi","Dipturus wengi","Dipturus wengi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus falloargus","Dipturus falloargus","Dentiraja falloargus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus wuhanlingi","Dipturus wuhanlingi","Dipturus wuhanlingi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus macrocauda","Dipturus macrocauda","Dipturus macrocauda","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus tengu","Dipturus tengu","Dipturus tengu","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus apricus","Dipturus apricus","Dipturus apricus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus batis","Dipturus batis","Dipturus batis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus oxyrinchus","Dipturus oxyrinchus","Dipturus oxyrinchus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus acrobelus","Dipturus acrobelus","Dipturus acrobelus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus ecuadoriensis","Dipturus ecuadoriensis","Dipturus ecuadoriensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus intermedia",NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus laevis","Dipturus laevis","Dipturus laevis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus campbelli","Dipturus campbelli","Dipturus campbelli","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus doutrei","Dipturus doutrei","Dipturus doutrei","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Dipturus kwangtungensis","Dipturus kwangtungensis","Dipturus kwangtungensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dipturus"
"Gurgesiella dorsalifera","Gurgesiella dorsalifera","Gurgesiella dorsalifera","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Gurgesiella"
"Gurgesiella atlantica","Gurgesiella atlantica","Gurgesiella atlantica","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Gurgesiella"
"Gurgesiella furvescens","Gurgesiella furvescens","Gurgesiella furvescens","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Gurgesiella"
"Okamejei jensenae","Okamejei jensenae","Orbiraja jensenae","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Okamejei"
"Raja velezi","Raja velezi","Rostroraja velezi","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja eglanteria","Raja eglanteria","Rostroraja eglanteria","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Rostroraja alba","Rostroraja alba","Rostroraja alba","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rostroraja"
"Leucoraja ocellata","Leucoraja ocellata","Leucoraja ocellata","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja yucatanensis","Leucoraja yucatanensis","Leucoraja yucatanensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja leucosticta","Leucoraja leucosticta","Leucoraja leucosticta","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja virginica","Leucoraja virginica","Leucoraja virginica","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja erinacea","Leucoraja erinacea","Leucoraja erinaceus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja garmani","Leucoraja garmani","Leucoraja garmani","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja lentiginosa","Leucoraja lentiginosa","Leucoraja lentiginosa","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja compagnoi","Leucoraja compagnoi","Leucoraja compagnoi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Rajella bathyphila","Rajella bathyphila","Rajella bathyphila","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella leopardus","Rajella leopardus","Rajella leopardus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella purpuriventralis","Rajella purpuriventralis","Rajella purpuriventralis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella dissimilis","Rajella dissimilis","Rajella dissimilis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella ravidula","Rajella ravidula","Rajella ravidula","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella lintea","Rajella lintea","Rajella lintea","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella nigerrima","Rajella nigerrima","Rajella nigerrima","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella kukujevi","Rajella kukujevi","Rajella kukujevi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella fuliginea","Rajella fuliginea","Rajella fuliginea","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella alia",NA,NA,NA,NA,NA,NA,NA,NA
"Rajella sadowskii","Rajella sadowskii","Rajella sadowskii","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella annandalei","Rajella annandalei","Rajella annandalei","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella barnardi","Rajella barnardi","Rajella barnardi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella challengeri","Rajella challengeri","Rajella challengeri","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella bigelowi","Rajella bigelowi","Rajella bigelowi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella eisenhardti","Rajella eisenhardti","Rajella eisenhardti","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella caudaspinosa","Rajella caudaspinosa","Rajella caudaspinosa","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Rajella fyllae","Rajella fyllae","Rajella fyllae","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Rajella"
"Leucoraja caribbaea","Leucoraja caribbaea","Leucoraja caribbaea","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja pristispina","Leucoraja pristispina","Leucoraja pristispina","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Amblyraja robertsi","Amblyraja robertsi","Amblyraja hyperborea","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja taaf","Amblyraja taaf","Amblyraja taaf","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja georgiana","Amblyraja georgiana","Amblyraja georgiana","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja frerichsi","Amblyraja frerichsi","Amblyraja frerichsi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja doellojuradoi","Amblyraja doellojuradoi","Amblyraja doellojuradoi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja reversa","Amblyraja reversa","Amblyraja reversa","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja hyperborea","Amblyraja hyperborea","Amblyraja hyperborea","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja jenseni","Amblyraja jenseni","Amblyraja jenseni","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja badia","Amblyraja badia","Amblyraja hyperborea","junior subjective synonym","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Amblyraja radiata","Amblyraja radiata","Amblyraja radiata","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja"
"Leucoraja circularis","Leucoraja circularis","Leucoraja circularis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja naevus","Leucoraja naevus","Leucoraja naevus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja wallacei","Leucoraja wallacei","Leucoraja wallacei","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja fullonica","Leucoraja fullonica","Leucoraja fullonica","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Leucoraja melitensis","Leucoraja melitensis","Leucoraja melitensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Leucoraja"
"Malacoraja kreffti","Malacoraja kreffti","Malacoraja kreffti","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Malacoraja"
"Malacoraja spinacidermis","Malacoraja spinacidermis","Malacoraja spinacidermis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Malacoraja"
"Malacoraja obscura","Malacoraja obscura","Malacoraja obscura","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Malacoraja"
"Malacoraja senta","Malacoraja senta","Malacoraja senta","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Malacoraja"
"Dactylobatus armatus","Dactylobatus armatus","Dactylobatus armatus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dactylobatus"
"Dactylobatus clarkii","Dactylobatus clarkii","Dactylobatus clarkii","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Dactylobatus"
"Neoraja stehmanni","Neoraja stehmanni","Neoraja stehmanni","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Neoraja"
"Neoraja carolinensis","Neoraja carolinensis","Neoraja carolinensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Neoraja"
"Neoraja africana","Neoraja africana","Neoraja africana","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Neoraja"
"Neoraja iberica","Neoraja iberica","Neoraja iberica","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Neoraja"
"Neoraja caerulea","Neoraja caerulea","Neoraja caerulea","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Neoraja"
"Fenestraja cubensis","Fenestraja cubensis","Fenestraja cubensis","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Fenestraja sinusmexicanus","Fenestraja sinusmexicanus","Fenestraja sinusmexicanus","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Fenestraja maceachrani","Fenestraja maceachrani","Fenestraja maceachrani","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Fenestraja mamillidens","Fenestraja mamillidens","Fenestraja mamillidens","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Fenestraja ishiyamai","Fenestraja ishiyamai","Fenestraja ishiyamai","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Fenestraja plutonia","Fenestraja plutonia","Fenestraja plutonia","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Fenestraja atripinna","Fenestraja atripinna","Fenestraja atripinna","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Fenestraja sibogae","Fenestraja sibogae","Fenestraja sibogae","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Fenestraja"
"Breviraja colesi","Breviraja colesi","Breviraja colesi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Breviraja"
"Breviraja claramaculata","Breviraja claramaculata","Breviraja claramaculata","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Breviraja"
"Breviraja spinosa","Breviraja spinosa","Breviraja spinosa","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Breviraja"
"Breviraja nigriventralis","Breviraja nigriventralis","Breviraja nigriventralis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Breviraja"
"Platyrhinoidis triseriata","Platyrhinoidis triseriata","Platyrhinoidis triseriata","accepted","Species","Elasmobranchii","Torpediniformes","Platyrhinidae","Platyrhinoidis"
"Platyrhina sinensis","Platyrhina sinensis","Platyrhina sinensis","accepted","Species","Elasmobranchii","Torpediniformes","Platyrhinidae","Platyrhina"
"Platyrhina tangi","Platyrhina tangi","Platyrhina tangi","accepted","Species","Elasmobranchii","Torpediniformes","Platyrhinidae","Platyrhina"
"Platyrhina hyugaensis","Platyrhina hyugaensis","Platyrhina hyugaensis","accepted","Species","Elasmobranchii","Torpediniformes","Platyrhinidae","Platyrhina"
"Hypnos monopterygius","Hypnos monopterygius","Hypnos monopterygius","accepted","Species","Elasmobranchii","Torpediniformes","Hypnidae","Hypnos"
"Narcine nelsoni","Narcine nelsoni","Narcinops nelsoni","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine insolita","Narcine insolita","Narcine insolita","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine brunnea","Narcine brunnea","Narcine brunnea","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine nigra",NA,NA,NA,NA,NA,NA,NA,NA
"Narcine lingula","Narcine lingula","Narcine lingula","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine timlei","Narcine timlei","Narcine timlei","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine bancroftii","Narcine bancroftii","Narcine bancroftii","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine ornata","Narcine ornata","Narcinops ornatus","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine firma","Narcine firma","Narcine maculata","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine maculata","Narcine maculata","Narcine maculata","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine rierai","Narcine rierai","Narcine rierai","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine brevilabiata","Narcine brevilabiata","Narcine brevilabiata","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine oculifera","Narcine oculifera","Narcine oculifera","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine atzi","Narcine atzi","Narcine atzi","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine brasiliensis","Narcine brasiliensis","Narcine brasiliensis","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine vermiculatus","Narcine vermiculatus","Narcine vermiculata","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine prodorsalis","Narcine prodorsalis","Narcine prodorsalis","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine bicolor",NA,NA,NA,NA,NA,NA,NA,NA
"Narcine entemedor","Narcine entemedor","Narcine entemedor","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine leoparda","Narcine leoparda","Narcine leoparda","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Diplobatis ommata","Diplobatis ommata","Diplobatis ommata","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Diplobatis"
"Diplobatis pictus","Diplobatis pictus","Diplobatis picta","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Diplobatis"
"Diplobatis colombiensis","Diplobatis colombiensis","Diplobatis colombiensis","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Diplobatis"
"Diplobatis guamachensis","Diplobatis guamachensis","Diplobatis guamachensis","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Diplobatis"
"Discopyge castelloi","Discopyge castelloi","Discopyge castelloi","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Discopyge"
"Discopyge tschudii","Discopyge tschudii","Discopyge tschudii","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Discopyge"
"Torpedo mackayana","Torpedo mackayana","Torpedo mackayana","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo tokionis","Torpedo tokionis","Tetronarce tokionis","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo torpedo","Torpedo torpedo","Torpedo torpedo","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo fuscomaculata","Torpedo fuscomaculata","Torpedo fuscomaculata","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo zugmayeri","Torpedo zugmayeri","Torpedo sinuspersici","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo marmorata","Torpedo marmorata","Torpedo marmorata","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo andersoni","Torpedo andersoni","Torpedo andersoni","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo sinuspersici","Torpedo sinuspersici","Torpedo sinuspersici","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo tremens","Torpedo tremens","Tetronarce tremens","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo fairchildi","Torpedo fairchildi","Tetronarce fairchildi","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo alexandrinsis","Torpedo alexandrinsis","Torpedo alexandrinsis","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo microdiscus","Torpedo microdiscus","Tetronarce microdiscus","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo californica","Torpedo californica","Tetronarce californica","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo puelcha","Torpedo puelcha","Tetronarce puelcha","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo formosa","Torpedo formosa","Tetronarce formosa","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo adenensis","Torpedo adenensis","Torpedo adenensis","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo macneilli","Torpedo macneilli","Tetronarce macneilli","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo nobiliana","Torpedo nobiliana","Tetronarce nobiliana","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
